,,"synergy
","antagonism
"
ACETAZOLAMIDE,CHLORZOXAZONE,0.0,1.0
ACETAZOLAMIDE,CILASTATIN,1.0,0.0
ACETAZOLAMIDE,CISATRACURIUM BESYLATE,1.0,0.0
ACETAZOLAMIDE,CITALOPRAM,0.0,1.0
ACETAZOLAMIDE,CLOFARABINE,0.0,2.0
ACETAZOLAMIDE,CLOFIBRIC ACID,0.0,1.0
ACETAZOLAMIDE,CYCLOGUANIL,0.0,1.0
ACETAZOLAMIDE,CYTARABINE,1.0,0.0
ACETAZOLAMIDE,D-CYCLOSERINE,0.0,1.0
ACETAZOLAMIDE,DANTROLENE,0.0,1.0
ACETAZOLAMIDE,DESOXYCORTICOSTERONE PIVALATE,0.0,1.0
ACETAZOLAMIDE,DEXCHLORPHENIRAMINE,0.0,1.0
ACETAZOLAMIDE,DEXMEDETOMIDINE,0.0,1.0
ACETAZOLAMIDE,DEXTROMETHORPHAN,0.0,1.0
ACETAZOLAMIDE,DIAZOXIDE,0.0,1.0
ACETAZOLAMIDE,DICHLORPHENAMIDE,0.0,1.0
ACETAZOLAMIDE,DIETHYLCARBAMAZINE,1.0,0.0
ACETAZOLAMIDE,DIGITOXIN,0.0,1.0
ACETAZOLAMIDE,DIHYDROARTEMISININ,1.0,0.0
ACETAZOLAMIDE,DIHYDROERGOTAMINE,1.0,0.0
ACETAZOLAMIDE,DIPHENIDOL,1.0,0.0
ACETAZOLAMIDE,DIPYRIDAMOLE,1.0,0.0
ACETAZOLAMIDE,DISULFIRAM,1.0,0.0
ACETAZOLAMIDE,DOCETAXEL,1.0,0.0
ACETAZOLAMIDE,DOPAMINE,0.0,1.0
ACETAZOLAMIDE,DOXAPRAM,0.0,1.0
ACETAZOLAMIDE,DOXORUBICIN,1.0,0.0
ACETAZOLAMIDE,DRONEDARONE,0.0,1.0
ACETAZOLAMIDE,EFAVIRENZ,1.0,0.0
ACETAZOLAMIDE,EFLORNITHINE,1.0,0.0
ACETAZOLAMIDE,ELTROMBOPAG,1.0,0.0
ACETAZOLAMIDE,ENALAPRILAT,0.0,1.0
ACETAZOLAMIDE,ENDOXIFEN,0.0,1.0
ACETAZOLAMIDE,ENOXACIN,0.0,1.0
ACETAZOLAMIDE,ENTACAPONE,0.0,1.0
ACETAZOLAMIDE,EPINEPHRINE,1.0,0.0
ACETAZOLAMIDE,EPTIFIBATIDE,0.0,1.0
ACETAZOLAMIDE,ETHAMBUTOL,0.0,1.0
ACETAZOLAMIDE,ETHINYL ESTRADIOL,0.0,1.0
ACETAZOLAMIDE,ETOMIDATE,0.0,1.0
ACETAZOLAMIDE,EVEROLIMUS,0.0,1.0
ACETAZOLAMIDE,EZETIMIBE,0.0,1.0
ACETAZOLAMIDE,EZETIMIBE GLUCURONIDE,0.0,1.0
ACETAZOLAMIDE,FEBUXOSTAT,0.0,1.0
ACETAZOLAMIDE,FELBAMATE,1.0,0.0
ACETAZOLAMIDE,FLUMAZENIL,0.0,1.0
ACETAZOLAMIDE,FLUVOXAMINE,0.0,1.0
ACETAZOLAMIDE,FOSCARNET,0.0,1.0
ACETAZOLAMIDE,FOSFOMYCIN,0.0,1.0
ACETAZOLAMIDE,GABAPENTIN,0.0,1.0
ACETAZOLAMIDE,GALANTAMINE,0.0,1.0
ACETAZOLAMIDE,GANCICLOVIR,1.0,0.0
ACETAZOLAMIDE,GEFITINIB,0.0,1.0
ACETAZOLAMIDE,GUANADREL,0.0,1.0
ACETAZOLAMIDE,GUANFACINE,0.0,1.0
ACETAZOLAMIDE,HALOFANTRINE,1.0,0.0
ACETAZOLAMIDE,HYDRALAZINE,0.0,1.0
ACETAZOLAMIDE,HYDROXYCHLOROQUINE,0.0,1.0
ACETAZOLAMIDE,HYDROXYMETRONIDAZOLE,0.0,1.0
ACETAZOLAMIDE,HYDROXYUREA,0.0,1.0
ACETAZOLAMIDE,IBUTILIDE,0.0,1.0
ACETAZOLAMIDE,ILOPROST,0.0,1.0
ACETAZOLAMIDE,IMATINIB,1.0,0.0
ACETAZOLAMIDE,IRINOTECAN,1.0,0.0
ACETAZOLAMIDE,ISOPROTERENOL,0.0,1.0
ACETAZOLAMIDE,ISOSORBIDE DINITRATE,0.0,1.0
ACETAZOLAMIDE,ITRACONAZOLE,1.0,0.0
ACETAZOLAMIDE,IVERMECTIN,0.0,1.0
ACETAZOLAMIDE,LACOSAMIDE,0.0,1.0
ACETAZOLAMIDE,LAMOTRIGINE,0.0,1.0
ACETAZOLAMIDE,LANSOPRAZOLE,0.0,1.0
ACETAZOLAMIDE,LEFLUNOMIDE,1.0,0.0
ACETAZOLAMIDE,LEVAMISOLE,0.0,1.0
ACETAZOLAMIDE,LEVETIRACETAM,1.0,0.0
ACETAZOLAMIDE,LEVONORGESTREL,0.0,1.0
ACETAZOLAMIDE,LIOTHYRONINE,0.0,1.0
ACETAZOLAMIDE,LITHIUM CITRATE,0.0,1.0
ACETAZOLAMIDE,LOPERAMIDE,0.0,1.0
ACETAZOLAMIDE,LUBIPROSTONE,0.0,1.0
ACETAZOLAMIDE,LUMEFANTRINE,0.0,1.0
ACETAZOLAMIDE,MAPROTILINE,1.0,0.0
ACETAZOLAMIDE,MARAVIROC,0.0,1.0
ACETAZOLAMIDE,MEBENDAZOLE,0.0,1.0
ACETAZOLAMIDE,MEBUTAMATE,0.0,1.0
ACETAZOLAMIDE,MECAMYLAMINE,1.0,0.0
ACETAZOLAMIDE,MECLOFENAMIC ACID,1.0,0.0
ACETAZOLAMIDE,MEFLOQUINE,1.0,0.0
ACETAZOLAMIDE,MEMANTINE,0.0,1.0
ACETAZOLAMIDE,MEPHENYTOIN,0.0,1.0
ACETAZOLAMIDE,MESALAZINE,0.0,1.0
ACETAZOLAMIDE,METAXALONE,0.0,1.0
ACETAZOLAMIDE,METFORMIN,0.0,1.0
ACETAZOLAMIDE,METHOTREXATE,1.0,0.0
ACETAZOLAMIDE,METHYCLOTHIAZIDE,1.0,0.0
ACETAZOLAMIDE,METRONIDAZOLE,0.0,1.0
ACETAZOLAMIDE,MIGLUSTAT,0.0,1.0
ACETAZOLAMIDE,MINOXIDIL SULFATE,0.0,1.0
ACETAZOLAMIDE,MITOTANE,1.0,0.0
ACETAZOLAMIDE,MITOXANTRONE,1.0,0.0
ACETAZOLAMIDE,MYCOPHENOLIC ACID,1.0,0.0
ACETAZOLAMIDE,NABILONE,0.0,1.0
ACETAZOLAMIDE,NALTREXONE,0.0,1.0
ACETAZOLAMIDE,NATEGLINIDE,0.0,1.0
ACETAZOLAMIDE,NICLOSAMIDE,1.0,0.0
ACETAZOLAMIDE,NISOLDIPINE,0.0,1.0
ACETAZOLAMIDE,NITAZOXANIDE,1.0,0.0
ACETAZOLAMIDE,NITROSOGLUTATHIONE,0.0,1.0
ACETAZOLAMIDE,NIZATIDINE,1.0,0.0
ACETAZOLAMIDE,NOVOBIOCIN,0.0,1.0
ACETAZOLAMIDE,OLMESARTAN MEDOXOMIL,0.0,1.0
ACETAZOLAMIDE,ORLISTAT,1.0,0.0
ACETAZOLAMIDE,OSELTAMIVIR,0.0,1.0
ACETAZOLAMIDE,OXYPHENBUTAZONE,0.0,1.0
ACETAZOLAMIDE,OXYPHENONIUM BROMIDE,0.0,1.0
ACETAZOLAMIDE,PALONOSETRON,0.0,1.0
ACETAZOLAMIDE,PAMIDRONIC ACID,0.0,1.0
ACETAZOLAMIDE,PARGYLINE,1.0,0.0
ACETAZOLAMIDE,PAROMOMYCIN,0.0,1.0
ACETAZOLAMIDE,PAZOPANIB,0.0,1.0
ACETAZOLAMIDE,PENTAMIDINE,0.0,1.0
ACETAZOLAMIDE,PENTOLINIUM TARTRATE,0.0,1.0
ACETAZOLAMIDE,PHENSUXIMIDE,0.0,1.0
ACETAZOLAMIDE,PINACIDIL,0.0,1.0
ACETAZOLAMIDE,PIPERAZINE HEXAHYDRATE,0.0,1.0
ACETAZOLAMIDE,PRAMIPEXOLE,0.0,1.0
ACETAZOLAMIDE,PRAZIQUANTEL,0.0,1.0
ACETAZOLAMIDE,PREDNISOLONE,0.0,1.0
ACETAZOLAMIDE,PRIMIDONE,0.0,1.0
ACETAZOLAMIDE,PROBENECID,0.0,1.0
ACETAZOLAMIDE,PROBUCOL,0.0,1.0
ACETAZOLAMIDE,PROCARBAZINE,0.0,1.0
ACETAZOLAMIDE,PROGUANIL,1.0,0.0
ACETAZOLAMIDE,PROPYLTHIOURACIL,0.0,1.0
ACETAZOLAMIDE,PYRAZINAMIDE,0.0,1.0
ACETAZOLAMIDE,PYRAZINOIC ACID,0.0,1.0
ACETAZOLAMIDE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
ACETAZOLAMIDE,PYRVINIUM CHLORIDE DIHYDRATE,1.0,0.0
ACETAZOLAMIDE,QUININE,0.0,1.0
ACETAZOLAMIDE,RALTEGRAVIR,0.0,1.0
ACETAZOLAMIDE,RANOLAZINE,0.0,1.0
ACETAZOLAMIDE,RIBAVIRIN,1.0,0.0
ACETAZOLAMIDE,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
ACETAZOLAMIDE,RILUZOLE,0.0,1.0
ACETAZOLAMIDE,ROSIGLITAZONE,0.0,1.0
ACETAZOLAMIDE,RUFINAMIDE,0.0,1.0
ACETAZOLAMIDE,SAXAGLIPTIN,0.0,1.0
ACETAZOLAMIDE,SERTRALINE,0.0,1.0
ACETAZOLAMIDE,SITAGLIPTIN,0.0,1.0
ACETAZOLAMIDE,SODIUM DIETHYLDITHIOCARBAMATE TRIHYDRATE,0.0,1.0
ACETAZOLAMIDE,SORAFENIB,0.0,1.0
ACETAZOLAMIDE,STANOZOLOL,0.0,1.0
ACETAZOLAMIDE,SUCCINYLCHOLINE CHLORIDE,0.0,1.0
ACETAZOLAMIDE,SULBACTAM,0.0,1.0
ACETAZOLAMIDE,SULFAMETER,0.0,1.0
ACETAZOLAMIDE,SUMATRIPTAN,0.0,1.0
ACETAZOLAMIDE,SUNITINIB,0.0,1.0
ACETAZOLAMIDE,TACRINE,1.0,0.0
ACETAZOLAMIDE,TACROLIMUS,0.0,1.0
ACETAZOLAMIDE,TEMOZOLOMIDE,0.0,1.0
ACETAZOLAMIDE,TERAZOSIN,0.0,1.0
ACETAZOLAMIDE,TESTOLACTONE,0.0,1.0
ACETAZOLAMIDE,TESTOSTERONE,0.0,1.0
ACETAZOLAMIDE,TETRACYCLINE,0.0,1.0
ACETAZOLAMIDE,THALIDOMIDE,0.0,1.0
ACETAZOLAMIDE,THEOPHYLLINE,1.0,0.0
ACETAZOLAMIDE,THIABENDAZOLE,1.0,0.0
ACETAZOLAMIDE,THIOTEPA,0.0,1.0
ACETAZOLAMIDE,TIAGABINE,0.0,1.0
ACETAZOLAMIDE,TINIDAZOLE,0.0,1.0
ACETAZOLAMIDE,TIZOXANIDE,0.0,1.0
ACETAZOLAMIDE,TOLAZOLINE,0.0,1.0
ACETAZOLAMIDE,TOPIRAMATE,0.0,1.0
ACETAZOLAMIDE,TRANYLCYPROMINE,0.0,1.0
ACETAZOLAMIDE,TRAZODONE,0.0,1.0
ACETAZOLAMIDE,TRIAMTERENE,0.0,1.0
ACETAZOLAMIDE,TRIFLUOPERAZINE,0.0,1.0
ACETAZOLAMIDE,TRIFLUPROMAZINE,0.0,1.0
ACETAZOLAMIDE,TRILOSTANE,0.0,1.0
ACETAZOLAMIDE,TRIMETHOBENZAMIDE,1.0,0.0
ACETAZOLAMIDE,TRIMETHOPRIM,0.0,1.0
ACETAZOLAMIDE,TRIOXSALEN,0.0,1.0
ACETAZOLAMIDE,ULIPRISTAL ACETATE,0.0,1.0
ACETAZOLAMIDE,VARENICLINE,0.0,1.0
ACETAZOLAMIDE,VECURONIUM BROMIDE,0.0,1.0
ACETAZOLAMIDE,VINBLASTINE,0.0,1.0
ACETAZOLAMIDE,ZALCITABINE,0.0,1.0
ACETAZOLAMIDE,ZALEPLON,0.0,1.0
ACETAZOLAMIDE,ZILEUTON,0.0,1.0
ACETAZOLAMIDE,ZOLINZA,1.0,0.0
ACETAZOLAMIDE,ZONISAMIDE,0.0,1.0
ACETOHEXAMIDE,ACITRETIN,1.0,0.0
ACETOHEXAMIDE,ALBENDAZOLE,1.0,0.0
ACETOHEXAMIDE,ALISKIREN,0.0,1.0
ACETOHEXAMIDE,ALLOPURINOL,0.0,1.0
ACETOHEXAMIDE,AMILORIDE,0.0,1.0
ACETOHEXAMIDE,AMODIAQUINE,0.0,1.0
ACETOHEXAMIDE,AMOXAPINE,0.0,1.0
ACETOHEXAMIDE,AMPRENAVIR,1.0,0.0
ACETOHEXAMIDE,ANASTROZOLE,0.0,1.0
ACETOHEXAMIDE,APREPITANT,0.0,1.0
ACETOHEXAMIDE,ARIPIPRAZOLE,1.0,0.0
ACETOHEXAMIDE,ARMODAFINIL,0.0,1.0
ACETOHEXAMIDE,ASENAPINE,0.0,1.0
ACETOHEXAMIDE,ATOVAQUONE,0.0,1.0
ACETOHEXAMIDE,AURANOFIN,1.0,0.0
ACETOHEXAMIDE,AZACITIDINE,1.0,0.0
ACETOHEXAMIDE,AZATADINE,0.0,1.0
ACETOHEXAMIDE,AZITHROMYCIN,1.0,0.0
ACETOHEXAMIDE,BACLOFEN,0.0,1.0
ACETOHEXAMIDE,BORTEZOMIB,0.0,1.0
ACETOHEXAMIDE,BOSENTAN,0.0,1.0
ACETOHEXAMIDE,BRETYLIUM TOSYLATE,0.0,1.0
ACETOHEXAMIDE,BUSPIRONE,0.0,1.0
ACETOHEXAMIDE,BUSULFAN,1.0,0.0
ACETOHEXAMIDE,CARBACHOL,0.0,1.0
ACETOHEXAMIDE,CARBOPLATIN,0.0,1.0
ACETOHEXAMIDE,CARMUSTINE,0.0,1.0
ACETOHEXAMIDE,CEFMENOXIME,0.0,1.0
ACETOHEXAMIDE,CERIVASTATIN,1.0,0.0
ACETOHEXAMIDE,CEVIMELINE,1.0,0.0
ACETOHEXAMIDE,CHLORAMBUCIL,1.0,0.0
ACETOHEXAMIDE,CHLOROQUINE,0.0,1.0
ACETOHEXAMIDE,CHLORPHENESIN,0.0,1.0
ACETOHEXAMIDE,CHLORZOXAZONE,1.0,0.0
ACETOHEXAMIDE,CILASTATIN,0.0,1.0
ACETOHEXAMIDE,CLOFARABINE,2.0,0.0
ACETOHEXAMIDE,CLOFIBRIC ACID,0.0,1.0
ACETOHEXAMIDE,CLOPIDOGREL,1.0,0.0
ACETOHEXAMIDE,CYCLOGUANIL,0.0,1.0
ACETOHEXAMIDE,CYTARABINE,1.0,0.0
ACETOHEXAMIDE,D-CYCLOSERINE,0.0,1.0
ACETOHEXAMIDE,DANTROLENE,0.0,1.0
ACETOHEXAMIDE,DESOXYCORTICOSTERONE PIVALATE,0.0,1.0
ACETOHEXAMIDE,DEXCHLORPHENIRAMINE,0.0,1.0
ACETOHEXAMIDE,DEXTROMETHORPHAN,0.0,1.0
ACETOHEXAMIDE,DIAZOXIDE,1.0,0.0
ACETOHEXAMIDE,DICHLORPHENAMIDE,0.0,1.0
ACETOHEXAMIDE,DIETHYLCARBAMAZINE,0.0,1.0
ACETOHEXAMIDE,DIGITOXIN,1.0,0.0
ACETOHEXAMIDE,DIHYDROARTEMISININ,1.0,0.0
ACETOHEXAMIDE,DIHYDROERGOTAMINE,1.0,0.0
ACETOHEXAMIDE,DIPHENIDOL,0.0,1.0
ACETOHEXAMIDE,DIPYRIDAMOLE,0.0,1.0
ACETOHEXAMIDE,DISULFIRAM,1.0,0.0
ACETOHEXAMIDE,DOCETAXEL,1.0,0.0
ACETOHEXAMIDE,DOXAPRAM,0.0,1.0
ACETOHEXAMIDE,DOXORUBICIN,0.0,1.0
ACETOHEXAMIDE,DRONEDARONE,0.0,1.0
ACETOHEXAMIDE,DUTASTERIDE,0.0,1.0
ACETOHEXAMIDE,EFAVIRENZ,0.0,1.0
ACETOHEXAMIDE,EFLORNITHINE,0.0,1.0
ACETOHEXAMIDE,ELTROMBOPAG,0.0,1.0
ACETOHEXAMIDE,ENDOXIFEN,0.0,1.0
ACETOHEXAMIDE,EPINEPHRINE,1.0,0.0
ACETOHEXAMIDE,EPTIFIBATIDE,1.0,0.0
ACETOHEXAMIDE,ETHAMBUTOL,0.0,1.0
ACETOHEXAMIDE,ETHINYL ESTRADIOL,0.0,1.0
ACETOHEXAMIDE,ETOMIDATE,0.0,1.0
ACETOHEXAMIDE,EVEROLIMUS,0.0,1.0
ACETOHEXAMIDE,EZETIMIBE GLUCURONIDE,0.0,1.0
ACETOHEXAMIDE,FEBUXOSTAT,0.0,1.0
ACETOHEXAMIDE,FELBAMATE,0.0,1.0
ACETOHEXAMIDE,FENOPROFEN,0.0,1.0
ACETOHEXAMIDE,FLUMAZENIL,0.0,1.0
ACETOHEXAMIDE,FLUTAMIDE,0.0,1.0
ACETOHEXAMIDE,FOMEPIZOLE,0.0,1.0
ACETOHEXAMIDE,FOSCARNET,0.0,1.0
ACETOHEXAMIDE,FOSFOMYCIN,0.0,1.0
ACETOHEXAMIDE,FURAZOLIDONE,0.0,1.0
ACETOHEXAMIDE,GABAPENTIN,0.0,1.0
ACETOHEXAMIDE,GALANTAMINE,0.0,1.0
ACETOHEXAMIDE,GANCICLOVIR,0.0,1.0
ACETOHEXAMIDE,GEFITINIB,1.0,0.0
ACETOHEXAMIDE,GUANFACINE,1.0,0.0
ACETOHEXAMIDE,HALOFANTRINE,0.0,1.0
ACETOHEXAMIDE,HYDRALAZINE,1.0,0.0
ACETOHEXAMIDE,HYDROXYCHLOROQUINE,0.0,1.0
ACETOHEXAMIDE,HYDROXYFLUTAMIDE,0.0,1.0
ACETOHEXAMIDE,HYDROXYMETRONIDAZOLE,0.0,1.0
ACETOHEXAMIDE,HYDROXYUREA,0.0,1.0
ACETOHEXAMIDE,IBUTILIDE,0.0,1.0
ACETOHEXAMIDE,ILOPROST,1.0,0.0
ACETOHEXAMIDE,IMATINIB,1.0,0.0
ACETOHEXAMIDE,IMIPRAMINE,1.0,0.0
ACETOHEXAMIDE,ISOPROTERENOL,0.0,1.0
ACETOHEXAMIDE,ISOSORBIDE DINITRATE,0.0,1.0
ACETOHEXAMIDE,ITRACONAZOLE,0.0,1.0
ACETOHEXAMIDE,IVERMECTIN,0.0,1.0
ACETOHEXAMIDE,LAMOTRIGINE,0.0,1.0
ACETOHEXAMIDE,LANSOPRAZOLE,0.0,1.0
ACETOHEXAMIDE,LEFLUNOMIDE,1.0,0.0
ACETOHEXAMIDE,LEVAMISOLE,0.0,1.0
ACETOHEXAMIDE,LEVETIRACETAM,1.0,0.0
ACETOHEXAMIDE,LEVONORGESTREL,0.0,1.0
ACETOHEXAMIDE,LIOTHYRONINE,0.0,1.0
ACETOHEXAMIDE,LITHIUM CITRATE,0.0,1.0
ACETOHEXAMIDE,LOPERAMIDE,0.0,1.0
ACETOHEXAMIDE,MARAVIROC,0.0,1.0
ACETOHEXAMIDE,MEBENDAZOLE,0.0,1.0
ACETOHEXAMIDE,MEBUTAMATE,0.0,1.0
ACETOHEXAMIDE,MECAMYLAMINE,0.0,1.0
ACETOHEXAMIDE,MECLOFENAMIC ACID,0.0,1.0
ACETOHEXAMIDE,MEFLOQUINE,0.0,1.0
ACETOHEXAMIDE,MEPHENYTOIN,0.0,1.0
ACETOHEXAMIDE,MERCAPTOPURINE,0.0,1.0
ACETOHEXAMIDE,MESALAZINE,1.0,0.0
ACETOHEXAMIDE,METAXALONE,0.0,1.0
ACETOHEXAMIDE,METHOTREXATE,1.0,0.0
ACETOHEXAMIDE,METHYCLOTHIAZIDE,0.0,1.0
ACETOHEXAMIDE,METHYLDOPA,0.0,1.0
ACETOHEXAMIDE,METRONIDAZOLE,0.0,1.0
ACETOHEXAMIDE,MIGLITOL,0.0,1.0
ACETOHEXAMIDE,MILRINONE,0.0,1.0
ACETOHEXAMIDE,MINOXIDIL,0.0,1.0
ACETOHEXAMIDE,MITOTANE,1.0,0.0
ACETOHEXAMIDE,MITOXANTRONE,0.0,1.0
ACETOHEXAMIDE,MYCOPHENOLIC ACID,1.0,0.0
ACETOHEXAMIDE,NABILONE,0.0,1.0
ACETOHEXAMIDE,NATEGLINIDE,0.0,1.0
ACETOHEXAMIDE,NICLOSAMIDE,1.0,0.0
ACETOHEXAMIDE,NISOLDIPINE,0.0,1.0
ACETOHEXAMIDE,NITAZOXANIDE,0.0,1.0
ACETOHEXAMIDE,NITISINONE,1.0,0.0
ACETOHEXAMIDE,NITROSOGLUTATHIONE,0.0,1.0
ACETOHEXAMIDE,NIZATIDINE,0.0,1.0
ACETOHEXAMIDE,NORCISAPRIDE,0.0,1.0
ACETOHEXAMIDE,NOVOBIOCIN,0.0,1.0
ACETOHEXAMIDE,OLMESARTAN MEDOXOMIL,0.0,1.0
ACETOHEXAMIDE,ORLISTAT,1.0,0.0
ACETOHEXAMIDE,OSELTAMIVIR,0.0,1.0
ACETOHEXAMIDE,OSELTAMIVIR ACID,0.0,1.0
ACETOHEXAMIDE,OXYPHENBUTAZONE,1.0,0.0
ACETOHEXAMIDE,OXYPHENONIUM BROMIDE,0.0,1.0
ACETOHEXAMIDE,PALONOSETRON,0.0,1.0
ACETOHEXAMIDE,PAMIDRONIC ACID,0.0,1.0
ACETOHEXAMIDE,PARGYLINE,0.0,1.0
ACETOHEXAMIDE,PAROMOMYCIN,0.0,1.0
ACETOHEXAMIDE,PAZOPANIB,0.0,1.0
ACETOHEXAMIDE,PENTOLINIUM TARTRATE,0.0,1.0
ACETOHEXAMIDE,PENTOSTATIN,0.0,1.0
ACETOHEXAMIDE,PHENPROCOUMON,0.0,1.0
ACETOHEXAMIDE,PHENSUXIMIDE,0.0,1.0
ACETOHEXAMIDE,PINACIDIL,0.0,1.0
ACETOHEXAMIDE,PIPERAZINE HEXAHYDRATE,0.0,1.0
ACETOHEXAMIDE,PRAMIPEXOLE,0.0,1.0
ACETOHEXAMIDE,PREDNISOLONE,1.0,0.0
ACETOHEXAMIDE,PROBENECID,0.0,1.0
ACETOHEXAMIDE,PROBUCOL,0.0,1.0
ACETOHEXAMIDE,PROCARBAZINE,0.0,1.0
ACETOHEXAMIDE,PROGUANIL,0.0,1.0
ACETOHEXAMIDE,PROPYLTHIOURACIL,0.0,1.0
ACETOHEXAMIDE,PYRAZINAMIDE,0.0,1.0
ACETOHEXAMIDE,PYRIDOSTIGMINE BROMIDE,0.0,1.0
ACETOHEXAMIDE,PYRVINIUM CHLORIDE DIHYDRATE,0.0,1.0
ACETOHEXAMIDE,QUININE,1.0,0.0
ACETOHEXAMIDE,RALTEGRAVIR,0.0,1.0
ACETOHEXAMIDE,RAMELTEON,0.0,1.0
ACETOHEXAMIDE,RANOLAZINE,0.0,1.0
ACETOHEXAMIDE,RIBAVIRIN,1.0,0.0
ACETOHEXAMIDE,RIBAVIRIN 5\'-TRIPHOSPHATE,0.0,1.0
ACETOHEXAMIDE,RILUZOLE,0.0,1.0
ACETOHEXAMIDE,RISPERIDONE,0.0,1.0
ACETOHEXAMIDE,RUFINAMIDE,0.0,1.0
ACETOHEXAMIDE,SAXAGLIPTIN,0.0,1.0
ACETOHEXAMIDE,SERTRALINE,0.0,1.0
ACETOHEXAMIDE,SILDENAFIL,1.0,0.0
ACETOHEXAMIDE,SITAGLIPTIN,0.0,1.0
ACETOHEXAMIDE,SN-38,0.0,1.0
ACETOHEXAMIDE,SPIRONOLACTONE,0.0,1.0
ACETOHEXAMIDE,STANOZOLOL,0.0,1.0
ACETOHEXAMIDE,SUCCINYLCHOLINE CHLORIDE,0.0,1.0
ACETOHEXAMIDE,SULFAMETER,0.0,1.0
ACETOHEXAMIDE,TACROLIMUS,0.0,1.0
ACETOHEXAMIDE,TAMOXIFEN,1.0,0.0
ACETOHEXAMIDE,TERAZOSIN,0.0,1.0
ACETOHEXAMIDE,TETRABENAZINE,1.0,0.0
ACETOHEXAMIDE,THIABENDAZOLE,0.0,1.0
ACETOHEXAMIDE,THIOTEPA,0.0,1.0
ACETOHEXAMIDE,TIZOXANIDE,0.0,1.0
ACETOHEXAMIDE,TOLVAPTAN,0.0,1.0
ACETOHEXAMIDE,TOPIRAMATE,0.0,1.0
ACETOHEXAMIDE,TRANYLCYPROMINE,0.0,1.0
ACETOHEXAMIDE,TRIAMTERENE,0.0,1.0
ACETOHEXAMIDE,TRIFLUOPERAZINE,0.0,1.0
ACETOHEXAMIDE,TRIFLUPROMAZINE,0.0,1.0
ACETOHEXAMIDE,TRIHEXYPHENIDYL,0.0,1.0
ACETOHEXAMIDE,TRILOSTANE,0.0,1.0
ACETOHEXAMIDE,TRIMETHOBENZAMIDE,0.0,1.0
ACETOHEXAMIDE,TRIMETHOPRIM,0.0,1.0
ACETOHEXAMIDE,TRIOXSALEN,0.0,1.0
ACETOHEXAMIDE,ULIPRISTAL ACETATE,0.0,1.0
ACETOHEXAMIDE,VALPROIC ACID,1.0,0.0
ACETOHEXAMIDE,VINBLASTINE,1.0,0.0
ACETOHEXAMIDE,ZAFIRLUKAST,0.0,1.0
ACETOHEXAMIDE,ZALEPLON,0.0,1.0
ACETOHEXAMIDE,ZOLINZA,1.0,0.0
ACETOHYDROXAMIC ACID,ACITRETIN,0.0,1.0
ACETOHYDROXAMIC ACID,ALBENDAZOLE,1.0,0.0
ACETOHYDROXAMIC ACID,ALISKIREN,0.0,1.0
ACETOHYDROXAMIC ACID,ALLOPURINOL,0.0,1.0
ACETOHYDROXAMIC ACID,ALTRETAMINE,0.0,1.0
ACETOHYDROXAMIC ACID,AMANTADINE,0.0,1.0
ACETOHYDROXAMIC ACID,AMILORIDE,0.0,1.0
ACETOHYDROXAMIC ACID,AMODIAQUINE,0.0,1.0
ACETOHYDROXAMIC ACID,AMPRENAVIR,1.0,0.0
ACETOHYDROXAMIC ACID,ANASTROZOLE,0.0,1.0
ACETOHYDROXAMIC ACID,APREPITANT,0.0,1.0
ACETOHYDROXAMIC ACID,ARGATROBAN,1.0,0.0
ACETOHYDROXAMIC ACID,ARIPIPRAZOLE,1.0,0.0
ACETOHYDROXAMIC ACID,ARMODAFINIL,0.0,1.0
ACETOHYDROXAMIC ACID,ASENAPINE,0.0,1.0
ACETOHYDROXAMIC ACID,ATENOLOL,1.0,0.0
ACETOHYDROXAMIC ACID,AURANOFIN,1.0,0.0
ACETOHYDROXAMIC ACID,AZACITIDINE,1.0,0.0
ACETOHYDROXAMIC ACID,AZATADINE,0.0,1.0
ACETOHYDROXAMIC ACID,AZITHROMYCIN,0.0,1.0
ACETOHYDROXAMIC ACID,BACLOFEN,0.0,1.0
ACETOHYDROXAMIC ACID,BORTEZOMIB,0.0,1.0
ACETOHYDROXAMIC ACID,BOSENTAN,1.0,0.0
ACETOHYDROXAMIC ACID,BRETYLIUM TOSYLATE,0.0,1.0
ACETOHYDROXAMIC ACID,BUMETANIDE,1.0,0.0
ACETOHYDROXAMIC ACID,BUSPIRONE,0.0,1.0
ACETOHYDROXAMIC ACID,BUSULFAN,0.0,1.0
ACETOHYDROXAMIC ACID,CARBOPLATIN,1.0,0.0
ACETOHYDROXAMIC ACID,CARGLUMIC ACID,0.0,1.0
ACETOHYDROXAMIC ACID,CARISOPRODOL,0.0,1.0
ACETOHYDROXAMIC ACID,CEFMENOXIME,0.0,1.0
ACETOHYDROXAMIC ACID,CERIVASTATIN,0.0,1.0
ACETOHYDROXAMIC ACID,CEVIMELINE,0.0,1.0
ACETOHYDROXAMIC ACID,CHLORAMBUCIL,1.0,0.0
ACETOHYDROXAMIC ACID,CHLOROQUINE,0.0,1.0
ACETOHYDROXAMIC ACID,CHLORPHENESIN,0.0,1.0
ACETOHYDROXAMIC ACID,CHLORZOXAZONE,0.0,1.0
ACETOHYDROXAMIC ACID,CILASTATIN,0.0,1.0
ACETOHYDROXAMIC ACID,CINACALCET,0.0,1.0
